workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.18915538740648632,0.7689173255405167,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.6387608634457866,1.337865966243534,1.1278140889777597,-0.1459543139772638,4.548993794775723,-0.04136796246504486,1
 Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,1.5656442134116957,-1.4815547577707935,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.18915538740648632,1.5405795309229395,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Never-married, Exec-managerial, Own-child, Male, United-States,-0.33538868747466816,-0.7190529665118063,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,1.492527563377605,-0.1700776583761548,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.526519400607606,0
 Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, Male, United-States,1.5656442134116957,-0.8378135804812271,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Separated, Adm-clerical, Other-relative, Female, United-States,1.273177613275332,-0.4037303068363819,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,0.9807110131389685,-1.2887180108219745,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.468894462900332,-1.3724799205700522,1.9046834051689385,12.931907195828149,-0.21686313686554418,1.575803498010159,1
 Private, HS-grad, Married-spouse-absent, Craft-repair, Other-relative, Male, United-States,-0.6278552876110318,1.4699516873059606,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, United-States,-0.6278552876110318,-1.5442544014686361,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.542011112934423,-1.5149678220083094,-0.03748988530900857,0.8594817332570486,-0.21686313686554418,-0.20308510851256525,1
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,-0.554738637576941,0.4915736090921829,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.9075943631048775,-0.8562012730647657,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, Some-college, Divorced, Sales, Unmarried, Male, United-States,0.32266116283215013,-0.654729474637755,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.171510632891358,0
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, ?,0.2495445127980592,-0.04828904516050969,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Never-married, Other-service, Unmarried, Female, United-States,-0.40850533750875906,-0.9668139900088575,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Federal-gov, 11th, Never-married, Machine-op-inspct, Own-child, Male, United-States,-1.505255088020123,0.12289320875616294,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-2.9522765913204116,0
 Private, HS-grad, Divorced, Craft-repair, Other-relative, Male, United-States,0.542011112934423,0.18384482765255755,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,0.468894462900332,-1.1567946745771684,-0.425924543404598,1.2298504749021544,-0.21686313686554418,0.6055006217250367,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Female, United-States,-0.40850533750875906,-0.15513825515503568,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Male, United-States,-0.18915538740648632,-0.5659336355434305,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.33538868747466816,2.496147318285034,1.1278140889777597,1.8188832476315173,-0.21686313686554418,-0.44566082758384584,1
 Private, Bachelors, Divorced, Sales, Not-in-family, Male, United-States,0.9075943631048775,-0.10617445661829866,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,1.7849941635139686,0.17733033085153246,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Male, United-States,-0.7009719376451228,2.2055835672727433,0.7393794308821703,0.33453112274735425,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,2.0043441136162414,1.5443525899206005,-0.03748988530900857,-0.1459543139772638,2.9353177359024447,-1.6585394229402488,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.1160387373723954,1.5275505373208893,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, 10th, Separated, Other-service, Unmarried, Female, United-States,1.273177613275332,-0.08783452427523682,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.6882365466551265,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.9203218877473955,0.006511054762482934,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,3.192974958485363,1
 Local-gov, HS-grad, Separated, Other-service, Not-in-family, Female, United-States,0.1764278627639683,-1.425541547739692,-0.425924543404598,0.39037414982449414,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,-0.1160387373723954,-0.13862276399818466,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Male, United-States,0.1764278627639683,-1.016599264681794,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Widowed, Other-service, Other-relative, Male, United-States,1.8581108135480595,-0.20992880302993297,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,0
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6882444130026047,-1.3791854583329841,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,1.6566620710339193,1
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, Male, United-States,-1.432138437986032,0.134976549596774,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.0538276631730594,-0.8912190813822994,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.12034918358247552,1
 Private, Some-college, Divorced, Tech-support, Unmarried, Female, United-States,-0.26227203744057725,-0.1408292871082093,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.6882365466551265,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Male, United-States,-1.432138437986032,0.6919373699401337,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Female, United-States,-1.0665551878155775,0.42600835096573675,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Prof-school, Divorced, Prof-specialty, Unmarried, Female, United-States,0.32266116283215013,-0.06017179299111852,1.9046834051689385,1.8183601279399282,-0.21686313686554418,-0.44566082758384584,1
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,2.296810713752605,-0.36235083448734856,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,-0.33538868747466816,-0.13402822886432386,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, Some-college, Divorced, Craft-repair, Unmarried, Male, United-States,0.6882444130026047,-0.15281710746786692,-0.03748988530900857,1.8183601279399282,-0.21686313686554418,0.6055006217250367,1
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6882444130026047,0.5905805876004309,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,1
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Female, United-States,-0.7009719376451228,-0.19873380266218896,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Farming-fishing, Other-relative, Male, United-States,0.468894462900332,-1.535829495048542,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.542011112934423,1.352528360069888,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Male, United-States,0.030194562695786447,-0.07103247167552545,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,0.030194562695786447,-0.8504891483037496,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.6278552876110318,0.1645401384518659,-0.425924543404598,-0.1459543139772638,4.413685553814299,-0.04136796246504486,1
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.8472052377133046,0.2236291079696683,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, Canada,0.6882444130026047,1.5904125658363528,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, Some-college, Divorced, Exec-managerial, Unmarried, Female, United-States,0.9807110131389685,-0.18408096088393017,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1.5656442134116957,0.042168850302404755,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-1.335105130845208,0
 Local-gov, Assoc-acdm, Never-married, Protective-serv, Unmarried, Male, United-States,-0.554738637576941,-1.3401557898154057,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Female, United-States,2.077460763650332,0.08639483298385078,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, India,1.346294263309423,-0.38505605280998295,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Federal-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Male, Poland,1.9312274635821505,0.012796302409219756,-0.03748988530900857,-0.1459543139772638,4.65423353774572,-1.6585394229402488,0
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Male, United-States,0.1764278627639683,-0.30371081123002736,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, 12th, Never-married, ?, Own-child, Female, United-States,-1.5783717380542137,-0.0540584822100979,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-2.6288422992253713,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.030194562695786447,-0.7679976609523526,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.10331121272987737,-0.6659626831978803,-0.03748988530900857,-0.1459543139772638,4.511408172286439,2.2226720822002406,1
 Private, HS-grad, Widowed, Other-service, Unmarried, Female, United-States,0.10331121272987737,1.1386675552632153,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 10th, Separated, Other-service, Not-in-family, Female, United-States,1.8581108135480595,-0.3841295041447345,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 State-gov, Some-college, Divorced, Adm-clerical, Own-child, Male, United-States,-0.7009719376451228,-1.4807810418750706,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Some-college, Never-married, Sales, Own-child, Male, United-States,-1.432138437986032,1.1063434245085688,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Some-college, Never-married, Prof-specialty, Own-child, Female, United-States,-1.1396718378496682,0.3525053408720592,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,1.8581108135480595,0.017572326456892114,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Divorced, Protective-serv, Not-in-family, Male, United-States,1.1269443132071502,-1.604986323258838,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.39577781286624103,-0.1253645212418462,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, 11th, Never-married, Prof-specialty, Unmarried, Female, Puerto-Rico,0.030194562695786447,0.2509766216666402,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, HS-grad, Never-married, Other-service, Own-child, Male, United-States,-1.359021787951941,0.3804450815509425,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.48162198754285,0.10454372436500574,1.1278140889777597,0.8594817332570486,-0.21686313686554418,0.7672177677725571,1
 Private, HS-grad, Never-married, Adm-clerical, Other-relative, Female, United-States,2.7355106139571506,0.1186329953056392,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,-1.28590513791785,1.533530119428575,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.9203218877473955,-0.3158705684554012,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Sales, Unmarried, Female, United-States,-0.554738637576941,-0.32976879843412776,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.335105130845208,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.32266116283215013,0.6494689641082311,1.5162487470733492,-0.1459543139772638,4.548993794775723,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.7009719376451228,1.1233174139739963,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Private, Some-college, Never-married, Adm-clerical, Own-child, Female, Germany,-1.505255088020123,0.7001425792540348,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.4968222768927284,0
 Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,-1.28590513791785,0.1241254229604624,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,-0.04292208733830447,0.6582759524521389,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, Male, United-States,-0.26227203744057725,-1.2176698770888004,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, 12th, Married-civ-spouse, Other-service, Other-relative, Female, Mexico,0.39577781286624103,1.6142353737861426,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Male, United-States,1.9312274635821505,-0.9352731271980292,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Exec-managerial, Unmarried, Male, Vietnam,-0.9203218877473955,-0.6327788681146528,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.9075943631048775,-0.15147982073451866,2.293118063264528,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.7009719376451228,0.42602745506192746,1.1278140889777597,0.3001360030253688,-0.21686313686554418,0.3629249026537561,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Male, China,0.7613610630366957,-0.9319872226532306,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 7th-8th, Widowed, Other-service, Not-in-family, Female, United-States,0.9807110131389685,-0.6007126426585806,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 11th, Never-married, Craft-repair, Own-child, Male, United-States,-1.5783717380542137,0.06153085179166849,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-1.9011151420115293,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.6882444130026047,1.485922711721377,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.12034918358247552,1
 Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Male, Columbia,0.9075943631048775,0.37917465915426163,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,1.5656442134116957,-0.07282825671745027,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.8581108135480595,-0.3807862873113639,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, HS-grad, Never-married, Transport-moving, Own-child, Male, United-States,-1.505255088020123,-0.22451478047152434,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, 5th-6th, Never-married, Other-service, Not-in-family, Male, United-States,-1.5783717380542137,-0.39554420161867143,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,-0.1160387373723954,-0.7421211626620637,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,1.419410913343514,-0.4731163842009659,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Some-college, Never-married, Other-service, Not-in-family, Female, United-States,-1.28590513791785,1.0122175425770419,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Private, HS-grad, Never-married, Farming-fishing, Own-child, Male, United-States,-1.359021787951941,-0.7257011919861662,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.6278552876110318,0.02449756132601703,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,0.39577781286624103,0.8190082657525044,-0.425924543404598,1.729952900061365,-0.21686313686554418,-0.04136796246504486,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, Poland,-0.7740885876792137,-0.26831092098867987,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, Male, United-States,0.6151277629685138,-0.0968038974367655,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.39577781286624103,-1.4213099904334543,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.8344777130707866,-0.5359115483797621,1.9046834051689385,12.931907195828149,-0.21686313686554418,0.7672177677725571,1
 Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Male, United-States,0.32266116283215013,0.2024331132460984,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Female, United-States,-0.33538868747466816,0.1765279588115235,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.2495445127980592,-0.7526284155669429,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Female, United-States,-0.554738637576941,-0.15109773881070487,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,1.6387608634457866,-0.6603938391582944,1.9046834051689385,1.8188832476315173,-0.21686313686554418,-1.6585394229402488,1
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.554738637576941,1.4633607741201728,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Female, United-States,-1.2127884878837591,-0.7189861021751388,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Male, United-States,0.6151277629685138,0.5726991535659456,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Private, Some-college, Never-married, Sales, Own-child, Female, United-States,-1.28590513791785,-0.6909126328229207,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,0
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.2495445127980592,1.538487632390059,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,0.39577781286624103,-0.8933300840113706,2.293118063264528,-0.1459543139772638,-0.21686313686554418,2.384389228247761,1
 Local-gov, Some-college, Never-married, Other-service, Own-child, Male, United-States,-1.1396718378496682,0.6345582170313979,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,1.7849941635139686,0.8807431525927173,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,-0.6882365466551265,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,-0.1160387373723954,0.972289981538501,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,-1.5783717380542137,-0.4826397761520246,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Male, United-States,-0.6278552876110318,-1.2695470502946176,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,-0.6278552876110318,-0.0555963619534484,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.6278552876110318,0.9268795448932322,-1.9796631757869556,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,0.32266116283215013,1.2165740595288468,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Craft-repair, Own-child, Male, Mexico,-0.9203218877473955,0.16983197309668688,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Female, United-States,0.10331121272987737,-1.501575850578636,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Adm-clerical, Own-child, Male, United-States,-1.359021787951941,1.574900039729513,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.0116708387501672,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,1.1269443132071502,-0.6286141751450824,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,1
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,-0.9203218877473955,0.0019738319171941944,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Sales, Husband, Male, United-States,0.468894462900332,0.0753335612894416,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,1
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.40850533750875906,1.2964578377502145,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.12222653548880505,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,-0.18915538740648632,0.29349278773901954,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, Male, Mexico,-0.40850533750875906,0.41079193834985267,-3.144967150073724,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.9203218877473955,0.434022519317731,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,-0.9934385377814865,-1.2235634907636281,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Female, United-States,-1.1396718378496682,0.006186285127241214,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.1764278627639683,0.8710000635354657,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Some-college, Separated, Adm-clerical, Unmarried, Female, United-States,0.6882444130026047,-0.8236096849634496,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.2820663296299959,0
 Private, 11th, Never-married, Other-service, Own-child, Male, United-States,-1.505255088020123,-1.1347772037173989,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-2.0628322880590497,0
